Name	Structure Path	Number of Atoms	Total Charge
Fm_C14Fm1H17N3O6P1S2	/Users/marcelmueller/source/acqm/Fm/Fm_C14Fm1H17N3O6P1S2/coord.xyz	44	0.0
Fm_C22Fm1H15N1O6S1	/Users/marcelmueller/source/acqm/Fm/Fm_C22Fm1H15N1O6S1/coord.xyz	46	-1.0
Fm_C9Fm1H6N2O5S3	/Users/marcelmueller/source/acqm/Fm/Fm_C9Fm1H6N2O5S3/coord.xyz	26	-1.0
Fm_C5F3Fm1H7O5P1S1	/Users/marcelmueller/source/acqm/Fm/Fm_C5F3Fm1H7O5P1S1/coord.xyz	23	0.0
Fm_C6Fm1H22N4O1	/Users/marcelmueller/source/acqm/Fm/Fm_C6Fm1H22N4O1/coord.xyz	34	3.0
Fm_C11Fm1H16N2O10P1S2	/Users/marcelmueller/source/acqm/Fm/Fm_C11Fm1H16N2O10P1S2/coord.xyz	43	-2.0
Fm_C16Fm1H25N6O3P1	/Users/marcelmueller/source/acqm/Fm/Fm_C16Fm1H25N6O3P1/coord.xyz	52	1.0
Fm_FmH2Li3	/Users/marcelmueller/source/acqm/Fm/Fm_FmH2Li3/coord.xyz	6	0.0
Fm_C7Fm1H23N1O2P1	/Users/marcelmueller/source/acqm/Fm/Fm_C7Fm1H23N1O2P1/coord.xyz	35	2.0
Cf_CfGePP	/Users/marcelmueller/source/acqm/Cf/Cf_CfGePP/coord.xyz	4	-3.0
Cf_C1Cf1H9N5O2	/Users/marcelmueller/source/acqm/Cf/Cf_C1Cf1H9N5O2/coord.xyz	18	1.0
Cf_C11Cf1H17N1O4	/Users/marcelmueller/source/acqm/Cf/Cf_C11Cf1H17N1O4/coord.xyz	34	3.0
Cf_C5Cf1Cl1H13N4	/Users/marcelmueller/source/acqm/Cf/Cf_C5Cf1Cl1H13N4/coord.xyz	24	1.0
Cf_C12Cf1H22N5O2	/Users/marcelmueller/source/acqm/Cf/Cf_C12Cf1H22N5O2/coord.xyz	42	2.0
Cf_C15Cf1H13N3O2	/Users/marcelmueller/source/acqm/Cf/Cf_C15Cf1H13N3O2/coord.xyz	34	1.0
Cf_CfH4Li1	/Users/marcelmueller/source/acqm/Cf/Cf_CfH4Li1/coord.xyz	6	0.0
Cf_C7Cf1H10N4O4S1	/Users/marcelmueller/source/acqm/Cf/Cf_C7Cf1H10N4O4S1/coord.xyz	27	-1.0
Cf_CfH1	/Users/marcelmueller/source/acqm/Cf/Cf_CfH1/coord.xyz	2	0.0
Cf_CfO1Be2	/Users/marcelmueller/source/acqm/Cf/Cf_CfO1Be2/coord.xyz	4	0.0
Cf_CfH6	/Users/marcelmueller/source/acqm/Cf/Cf_CfH6/coord.xyz	7	0.0
Cf_C7Cf1H13N5O2	/Users/marcelmueller/source/acqm/Cf/Cf_C7Cf1H13N5O2/coord.xyz	28	1.0
Cf_C17Cf1H27N6O6	/Users/marcelmueller/source/acqm/Cf/Cf_C17Cf1H27N6O6/coord.xyz	57	-2.0
Cf_CfOISe	/Users/marcelmueller/source/acqm/Cf/Cf_CfOISe/coord.xyz	4	-2.0
Cf_C9Cf1H13N3O6S1	/Users/marcelmueller/source/acqm/Cf/Cf_C9Cf1H13N3O6S1/coord.xyz	33	1.0
Cf_CfHNSeAs	/Users/marcelmueller/source/acqm/Cf/Cf_CfHNSeAs/coord.xyz	5	-3.0
Cf_C10Cf1H16N2O5	/Users/marcelmueller/source/acqm/Cf/Cf_C10Cf1H16N2O5/coord.xyz	34	1.0
Cf_CfBr1	/Users/marcelmueller/source/acqm/Cf/Cf_CfBr1/coord.xyz	2	0.0
Cf_CfBr6	/Users/marcelmueller/source/acqm/Cf/Cf_CfBr6/coord.xyz	7	0.0
Cf_CfCaNS	/Users/marcelmueller/source/acqm/Cf/Cf_CfCaNS/coord.xyz	4	-4.0
Cf_CfF	/Users/marcelmueller/source/acqm/Cf/Cf_CfF/coord.xyz	2	2.0
Cf_C10Cf1F3H11N2O8P1S1	/Users/marcelmueller/source/acqm/Cf/Cf_C10Cf1F3H11N2O8P1S1/coord.xyz	37	-2.0
Cf_C2Cf1H8N3O5	/Users/marcelmueller/source/acqm/Cf/Cf_C2Cf1H8N3O5/coord.xyz	19	0.0
Cf_C4Cf1Cl1H12N3O2S1	/Users/marcelmueller/source/acqm/Cf/Cf_C4Cf1Cl1H12N3O2S1/coord.xyz	24	1.0
Cf_C9Cf1H20N1O3	/Users/marcelmueller/source/acqm/Cf/Cf_C9Cf1H20N1O3/coord.xyz	34	2.0
Cf_CfBSnO	/Users/marcelmueller/source/acqm/Cf/Cf_CfBSnO/coord.xyz	4	1.0
Cf_C4Cf1H4I1N5O3S1	/Users/marcelmueller/source/acqm/Cf/Cf_C4Cf1H4I1N5O3S1/coord.xyz	19	-1.0
Cf_C3Cf1F3H7N2O6P1	/Users/marcelmueller/source/acqm/Cf/Cf_C3Cf1F3H7N2O6P1/coord.xyz	23	0.0
Cf_CfS1	/Users/marcelmueller/source/acqm/Cf/Cf_CfS1/coord.xyz	2	0.0
Cf_Br1C7Cf1H17N3O4P1	/Users/marcelmueller/source/acqm/Cf/Cf_Br1C7Cf1H17N3O4P1/coord.xyz	34	1.0
Cf_C5Cf1F4H17N2O1P2	/Users/marcelmueller/source/acqm/Cf/Cf_C5Cf1F4H17N2O1P2/coord.xyz	32	2.0
Cf_C8Cf1H24N3O5S1	/Users/marcelmueller/source/acqm/Cf/Cf_C8Cf1H24N3O5S1/coord.xyz	42	0.0
Cf_C12Cf1F3H16N1O9P1S1	/Users/marcelmueller/source/acqm/Cf/Cf_C12Cf1F3H16N1O9P1S1/coord.xyz	44	-2.0
Cf_CfNSbN	/Users/marcelmueller/source/acqm/Cf/Cf_CfNSbN/coord.xyz	4	-3.0
Cf_C7Cf1H8N2O5	/Users/marcelmueller/source/acqm/Cf/Cf_C7Cf1H8N2O5/coord.xyz	23	1.0
Cf_C8Cf1H11N2O4S1	/Users/marcelmueller/source/acqm/Cf/Cf_C8Cf1H11N2O4S1/coord.xyz	27	0.0
Cf_C2Cf1F6H6N7O14P2	/Users/marcelmueller/source/acqm/Cf/Cf_C2Cf1F6H6N7O14P2/coord.xyz	38	-2.0
Cf_C9Cf1H17N4O2	/Users/marcelmueller/source/acqm/Cf/Cf_C9Cf1H17N4O2/coord.xyz	33	2.0
Cf_C8Cf1H9N3O6S1	/Users/marcelmueller/source/acqm/Cf/Cf_C8Cf1H9N3O6S1/coord.xyz	28	-1.0
Cf_C20Cf1Cl1H17N4O3	/Users/marcelmueller/source/acqm/Cf/Cf_C20Cf1Cl1H17N4O3/coord.xyz	46	-1.0
Cf_CfO3Be1	/Users/marcelmueller/source/acqm/Cf/Cf_CfO3Be1/coord.xyz	5	0.0
Cf_Br1C4Cf1Cl1H12O2P1	/Users/marcelmueller/source/acqm/Cf/Cf_Br1C4Cf1Cl1H12O2P1/coord.xyz	22	0.0
Cf_CfH2Li3	/Users/marcelmueller/source/acqm/Cf/Cf_CfH2Li3/coord.xyz	6	0.0
Cf_C10Cf1Cl1H8N3O3	/Users/marcelmueller/source/acqm/Cf/Cf_C10Cf1Cl1H8N3O3/coord.xyz	26	1.0
Cf_C3Cf1F3H6N3O7P1S1	/Users/marcelmueller/source/acqm/Cf/Cf_C3Cf1F3H6N3O7P1S1/coord.xyz	25	-2.0
Cf_C9Cf1H21O3P1	/Users/marcelmueller/source/acqm/Cf/Cf_C9Cf1H21O3P1/coord.xyz	35	3.0
Cf_C7Cf1H15I1N4O1	/Users/marcelmueller/source/acqm/Cf/Cf_C7Cf1H15I1N4O1/coord.xyz	29	1.0
Cf_C9Cf1H20N1O5P1S2	/Users/marcelmueller/source/acqm/Cf/Cf_C9Cf1H20N1O5P1S2/coord.xyz	39	-1.0
Cf_CfHLiMgC	/Users/marcelmueller/source/acqm/Cf/Cf_CfHLiMgC/coord.xyz	5	0.0
Cf_CfH2Li2	/Users/marcelmueller/source/acqm/Cf/Cf_CfH2Li2/coord.xyz	5	0.0
Cf_CfHNaSrSbS	/Users/marcelmueller/source/acqm/Cf/Cf_CfHNaSrSbS/coord.xyz	6	0.0
Cf_C12Cf1H14N3O4	/Users/marcelmueller/source/acqm/Cf/Cf_C12Cf1H14N3O4/coord.xyz	34	2.0
Cf_C12Cf1H17N1O8	/Users/marcelmueller/source/acqm/Cf/Cf_C12Cf1H17N1O8/coord.xyz	39	1.0
Cf_C14Cf1H13N3O4	/Users/marcelmueller/source/acqm/Cf/Cf_C14Cf1H13N3O4/coord.xyz	35	1.0
Cf_CfNaCMg	/Users/marcelmueller/source/acqm/Cf/Cf_CfNaCMg/coord.xyz	4	-2.0
Cf_C11Cf1H14N2O7P1S1	/Users/marcelmueller/source/acqm/Cf/Cf_C11Cf1H14N2O7P1S1/coord.xyz	37	-2.0
Cf_CfBeCPAs	/Users/marcelmueller/source/acqm/Cf/Cf_CfBeCPAs/coord.xyz	5	-3.0
Cf_C8Cf1H21N5O6P2S1	/Users/marcelmueller/source/acqm/Cf/Cf_C8Cf1H21N5O6P2S1/coord.xyz	44	-1.0
Cf_CfBeMgCaNSbSe	/Users/marcelmueller/source/acqm/Cf/Cf_CfBeMgCaNSbSe/coord.xyz	7	-2.0
Cf_CfH3Li2	/Users/marcelmueller/source/acqm/Cf/Cf_CfH3Li2/coord.xyz	6	0.0
Cf_CfF1	/Users/marcelmueller/source/acqm/Cf/Cf_CfF1/coord.xyz	2	0.0
Cf_CfI5	/Users/marcelmueller/source/acqm/Cf/Cf_CfI5/coord.xyz	6	0.0
Cf_CfI2	/Users/marcelmueller/source/acqm/Cf/Cf_CfI2/coord.xyz	3	0.0
Cf_CfF6	/Users/marcelmueller/source/acqm/Cf/Cf_CfF6/coord.xyz	7	0.0
Cf_Br1C6Cf1H19I1N2O3P1	/Users/marcelmueller/source/acqm/Cf/Cf_Br1C6Cf1H19I1N2O3P1/coord.xyz	34	-1.0
Cf_C12Cf1H13N1O7	/Users/marcelmueller/source/acqm/Cf/Cf_C12Cf1H13N1O7/coord.xyz	34	1.0
Cf_CfO1	/Users/marcelmueller/source/acqm/Cf/Cf_CfO1/coord.xyz	2	0.0
Cf_C2Cf1F1H6I1N3O3	/Users/marcelmueller/source/acqm/Cf/Cf_C2Cf1F1H6I1N3O3/coord.xyz	17	0.0
Cf_C3Cf1Cl1F3N2O1P1S1	/Users/marcelmueller/source/acqm/Cf/Cf_C3Cf1Cl1F3N2O1P1S1/coord.xyz	13	0.0
Cf_C22Cf1F1H31N4O6P1	/Users/marcelmueller/source/acqm/Cf/Cf_C22Cf1F1H31N4O6P1/coord.xyz	66	0.0
Cf_CfLiPN	/Users/marcelmueller/source/acqm/Cf/Cf_CfLiPN/coord.xyz	4	0.0
Cf_Br1C3Cf1H18N4O3P1	/Users/marcelmueller/source/acqm/Cf/Cf_Br1C3Cf1H18N4O3P1/coord.xyz	31	1.0
Cf_C6Cf1H15N4O6P1S1	/Users/marcelmueller/source/acqm/Cf/Cf_C6Cf1H15N4O6P1S1/coord.xyz	34	1.0
Cf_C9Cf1Cl1H17N3O1P1	/Users/marcelmueller/source/acqm/Cf/Cf_C9Cf1Cl1H17N3O1P1/coord.xyz	33	1.0
Cf_C4Cf1H14N2O4S1	/Users/marcelmueller/source/acqm/Cf/Cf_C4Cf1H14N2O4S1/coord.xyz	26	1.0
Cf_CfLi	/Users/marcelmueller/source/acqm/Cf/Cf_CfLi/coord.xyz	2	0.0
Cf_CfCl6	/Users/marcelmueller/source/acqm/Cf/Cf_CfCl6/coord.xyz	7	0.0
Cf_CfOF	/Users/marcelmueller/source/acqm/Cf/Cf_CfOF/coord.xyz	3	0.0
Cf_CfI3	/Users/marcelmueller/source/acqm/Cf/Cf_CfI3/coord.xyz	4	0.0
Cf_CfI4	/Users/marcelmueller/source/acqm/Cf/Cf_CfI4/coord.xyz	5	0.0
Cf_CfCl1	/Users/marcelmueller/source/acqm/Cf/Cf_CfCl1/coord.xyz	2	0.0
Cf_CfO2Be1	/Users/marcelmueller/source/acqm/Cf/Cf_CfO2Be1/coord.xyz	4	0.0
Cf_CfOITe	/Users/marcelmueller/source/acqm/Cf/Cf_CfOITe/coord.xyz	4	-2.0
Cf_CfBr3	/Users/marcelmueller/source/acqm/Cf/Cf_CfBr3/coord.xyz	4	0.0
Cf_CfBr4	/Users/marcelmueller/source/acqm/Cf/Cf_CfBr4/coord.xyz	5	0.0
Cf_CfBInI	/Users/marcelmueller/source/acqm/Cf/Cf_CfBInI/coord.xyz	4	-1.0
Cf_C7Cf1F2H7N3O3	/Users/marcelmueller/source/acqm/Cf/Cf_C7Cf1F2H7N3O3/coord.xyz	23	-1.0
Cf_CfH3	/Users/marcelmueller/source/acqm/Cf/Cf_CfH3/coord.xyz	4	0.0
Cf_C13Cf1H25O7P2	/Users/marcelmueller/source/acqm/Cf/Cf_C13Cf1H25O7P2/coord.xyz	48	2.0
Cf_CfH4	/Users/marcelmueller/source/acqm/Cf/Cf_CfH4/coord.xyz	5	0.0
Cf_C8Cf1H25N5P1	/Users/marcelmueller/source/acqm/Cf/Cf_C8Cf1H25N5P1/coord.xyz	40	2.0
Cf_CfMg	/Users/marcelmueller/source/acqm/Cf/Cf_CfMg/coord.xyz	2	-2.0
Cf_C7Cf1H13N4O5P1	/Users/marcelmueller/source/acqm/Cf/Cf_C7Cf1H13N4O5P1/coord.xyz	31	-1.0
Cf_C5Cf1H13N1O5	/Users/marcelmueller/source/acqm/Cf/Cf_C5Cf1H13N1O5/coord.xyz	25	1.0
Cf_C17Cf1H26N2O4	/Users/marcelmueller/source/acqm/Cf/Cf_C17Cf1H26N2O4/coord.xyz	50	1.0
Cf_CfBr5	/Users/marcelmueller/source/acqm/Cf/Cf_CfBr5/coord.xyz	6	0.0
Cf_CfBr2	/Users/marcelmueller/source/acqm/Cf/Cf_CfBr2/coord.xyz	3	0.0
Cf_C1Cf1Cl1F3I1O1P1	/Users/marcelmueller/source/acqm/Cf/Cf_C1Cf1Cl1F3I1O1P1/coord.xyz	9	1.0
Cf_CfH5	/Users/marcelmueller/source/acqm/Cf/Cf_CfH5/coord.xyz	6	0.0
Cf_C7Cf1H6N3O1	/Users/marcelmueller/source/acqm/Cf/Cf_C7Cf1H6N3O1/coord.xyz	18	0.0
Cf_CfH0Li3	/Users/marcelmueller/source/acqm/Cf/Cf_CfH0Li3/coord.xyz	4	0.0
Cf_CfH2	/Users/marcelmueller/source/acqm/Cf/Cf_CfH2/coord.xyz	3	0.0
Cf_C17Cf1H20N2O5	/Users/marcelmueller/source/acqm/Cf/Cf_C17Cf1H20N2O5/coord.xyz	45	1.0
Cf_C17Cf1Cl1H14N1O5	/Users/marcelmueller/source/acqm/Cf/Cf_C17Cf1Cl1H14N1O5/coord.xyz	39	1.0
Cf_Br1C5Cf1H12N3O2	/Users/marcelmueller/source/acqm/Cf/Cf_Br1C5Cf1H12N3O2/coord.xyz	24	1.0
Cf_CfBeF	/Users/marcelmueller/source/acqm/Cf/Cf_CfBeF/coord.xyz	3	0.0
Cf_C8Cf1F3H16N5O2P1	/Users/marcelmueller/source/acqm/Cf/Cf_C8Cf1F3H16N5O2P1/coord.xyz	36	2.0
Cf_CfKSrGeNSe	/Users/marcelmueller/source/acqm/Cf/Cf_CfKSrGeNSe/coord.xyz	6	0.0
Cf_CfK	/Users/marcelmueller/source/acqm/Cf/Cf_CfK/coord.xyz	2	0.0
Cf_CfS4	/Users/marcelmueller/source/acqm/Cf/Cf_CfS4/coord.xyz	5	0.0
Cf_CfS3	/Users/marcelmueller/source/acqm/Cf/Cf_CfS3/coord.xyz	4	0.0
Cf_CfH1Li3	/Users/marcelmueller/source/acqm/Cf/Cf_CfH1Li3/coord.xyz	5	0.0
Cf_C4Cf1Cl1H13N3	/Users/marcelmueller/source/acqm/Cf/Cf_C4Cf1Cl1H13N3/coord.xyz	22	2.0
Cf_C4Cf1H16N2O2	/Users/marcelmueller/source/acqm/Cf/Cf_C4Cf1H16N2O2/coord.xyz	25	3.0
Cf_Br1C2Cf1H7I1N2O5S1	/Users/marcelmueller/source/acqm/Cf/Cf_Br1C2Cf1H7I1N2O5S1/coord.xyz	20	-2.0
Cf_CfBPLiS	/Users/marcelmueller/source/acqm/Cf/Cf_CfBPLiS/coord.xyz	5	0.0
Cf_Br1C7Cf1H9I1N1O2	/Users/marcelmueller/source/acqm/Cf/Cf_Br1C7Cf1H9I1N1O2/coord.xyz	22	1.0
Cf_C5Cf1F1H4N3O6S3	/Users/marcelmueller/source/acqm/Cf/Cf_C5Cf1F1H4N3O6S3/coord.xyz	23	-3.0
Cf_CfH1Li2	/Users/marcelmueller/source/acqm/Cf/Cf_CfH1Li2/coord.xyz	4	0.0
Cf_CfS2	/Users/marcelmueller/source/acqm/Cf/Cf_CfS2/coord.xyz	3	0.0
Cf_C8Cf1H27N2O8P2	/Users/marcelmueller/source/acqm/Cf/Cf_C8Cf1H27N2O8P2/coord.xyz	48	0.0
Cf_CfAsN	/Users/marcelmueller/source/acqm/Cf/Cf_CfAsN/coord.xyz	3	0.0
Cf_CfC	/Users/marcelmueller/source/acqm/Cf/Cf_CfC/coord.xyz	2	0.0
Cf_C7Cf1F4H8O3P1	/Users/marcelmueller/source/acqm/Cf/Cf_C7Cf1F4H8O3P1/coord.xyz	24	2.0
Cf_C4Cf1H9N5O6P1S2	/Users/marcelmueller/source/acqm/Cf/Cf_C4Cf1H9N5O6P1S2/coord.xyz	28	-2.0
Cf_C1Cf1Cl2F3H6N1O1P1	/Users/marcelmueller/source/acqm/Cf/Cf_C1Cf1Cl2F3H6N1O1P1/coord.xyz	16	0.0
Cf_C13Cf1H17N2O4P1S1	/Users/marcelmueller/source/acqm/Cf/Cf_C13Cf1H17N2O4P1S1/coord.xyz	39	1.0
Cf_C12Cf1F3H28N7O6P1S1	/Users/marcelmueller/source/acqm/Cf/Cf_C12Cf1F3H28N7O6P1S1/coord.xyz	59	0.0
Cf_CfAlIPTe	/Users/marcelmueller/source/acqm/Cf/Cf_CfAlIPTe/coord.xyz	5	-2.0
Cf_C7Cf1H10I1N6O2S2	/Users/marcelmueller/source/acqm/Cf/Cf_C7Cf1H10I1N6O2S2/coord.xyz	29	-2.0
Cf_C9Cf1H13N4O6P1S2	/Users/marcelmueller/source/acqm/Cf/Cf_C9Cf1H13N4O6P1S2/coord.xyz	36	-1.0
Cf_CfCaPAs	/Users/marcelmueller/source/acqm/Cf/Cf_CfCaPAs/coord.xyz	4	0.0
Cf_C5Cf1F1H13N1O3P1	/Users/marcelmueller/source/acqm/Cf/Cf_C5Cf1F1H13N1O3P1/coord.xyz	25	1.0
Cf_C2Cf1H6N4O2S1	/Users/marcelmueller/source/acqm/Cf/Cf_C2Cf1H6N4O2S1/coord.xyz	16	1.0
Cf_C4Cf1H11N3O1	/Users/marcelmueller/source/acqm/Cf/Cf_C4Cf1H11N3O1/coord.xyz	20	1.0
Cf_C4Cf1F3H18N5O2P2S1	/Users/marcelmueller/source/acqm/Cf/Cf_C4Cf1F3H18N5O2P2S1/coord.xyz	36	1.0
Cf_CfH2Li1	/Users/marcelmueller/source/acqm/Cf/Cf_CfH2Li1/coord.xyz	4	0.0
Cf_C13Cf1H20I1N2O6S1	/Users/marcelmueller/source/acqm/Cf/Cf_C13Cf1H20I1N2O6S1/coord.xyz	44	0.0
Cf_CfPIMg	/Users/marcelmueller/source/acqm/Cf/Cf_CfPIMg/coord.xyz	4	1.0
Cf_C8Cf1H10N4O1	/Users/marcelmueller/source/acqm/Cf/Cf_C8Cf1H10N4O1/coord.xyz	24	1.0
Cf_C6Cf1H7N2O5	/Users/marcelmueller/source/acqm/Cf/Cf_C6Cf1H7N2O5/coord.xyz	21	0.0
Cf_C11Cf1H11N4	/Users/marcelmueller/source/acqm/Cf/Cf_C11Cf1H11N4/coord.xyz	27	2.0
Cf_C9Cf1H17N3O4P1S1	/Users/marcelmueller/source/acqm/Cf/Cf_C9Cf1H17N3O4P1S1/coord.xyz	36	0.0
Cf_CfBrBe	/Users/marcelmueller/source/acqm/Cf/Cf_CfBrBe/coord.xyz	3	1.0
Cf_C4Cf1H13N4O5S1	/Users/marcelmueller/source/acqm/Cf/Cf_C4Cf1H13N4O5S1/coord.xyz	28	0.0
Cf_CfH3Li1	/Users/marcelmueller/source/acqm/Cf/Cf_CfH3Li1/coord.xyz	5	0.0
Cf_CfI1	/Users/marcelmueller/source/acqm/Cf/Cf_CfI1/coord.xyz	2	0.0
Cf_CfCl4	/Users/marcelmueller/source/acqm/Cf/Cf_CfCl4/coord.xyz	5	0.0
Cf_CfF5	/Users/marcelmueller/source/acqm/Cf/Cf_CfF5/coord.xyz	6	0.0
Cf_CfF2	/Users/marcelmueller/source/acqm/Cf/Cf_CfF2/coord.xyz	3	0.0
Cf_CfCl3	/Users/marcelmueller/source/acqm/Cf/Cf_CfCl3/coord.xyz	4	0.0
Cf_CfI6	/Users/marcelmueller/source/acqm/Cf/Cf_CfI6/coord.xyz	7	0.0
Cf_C3Cf1H11N2O3	/Users/marcelmueller/source/acqm/Cf/Cf_C3Cf1H11N2O3/coord.xyz	20	0.0
Cf_CfSrC	/Users/marcelmueller/source/acqm/Cf/Cf_CfSrC/coord.xyz	3	3.0
Cf_Br1C4Cf1H10N3O5S1	/Users/marcelmueller/source/acqm/Cf/Cf_Br1C4Cf1H10N3O5S1/coord.xyz	25	-1.0
Cf_CfNaAsSbP	/Users/marcelmueller/source/acqm/Cf/Cf_CfNaAsSbP/coord.xyz	5	0.0
Cf_CfO3	/Users/marcelmueller/source/acqm/Cf/Cf_CfO3/coord.xyz	4	0.0
Cf_C15Cf1H23N6S1	/Users/marcelmueller/source/acqm/Cf/Cf_C15Cf1H23N6S1/coord.xyz	46	2.0
Cf_CfGeClP	/Users/marcelmueller/source/acqm/Cf/Cf_CfGeClP/coord.xyz	4	-3.0
Cf_C1Cf1H3I1N2O3S2	/Users/marcelmueller/source/acqm/Cf/Cf_C1Cf1H3I1N2O3S2/coord.xyz	13	-1.0
Cf_CfO4	/Users/marcelmueller/source/acqm/Cf/Cf_CfO4/coord.xyz	5	0.0
Cf_C13Cf1H27N5O6P1	/Users/marcelmueller/source/acqm/Cf/Cf_C13Cf1H27N5O6P1/coord.xyz	53	0.0
Cf_CfF3	/Users/marcelmueller/source/acqm/Cf/Cf_CfF3/coord.xyz	4	0.0
Cf_CfCl2	/Users/marcelmueller/source/acqm/Cf/Cf_CfCl2/coord.xyz	3	0.0
Cf_C8Cf1H24N2O8P2	/Users/marcelmueller/source/acqm/Cf/Cf_C8Cf1H24N2O8P2/coord.xyz	45	1.0
Cf_CfCl5	/Users/marcelmueller/source/acqm/Cf/Cf_CfCl5/coord.xyz	6	0.0
Cf_CfF4	/Users/marcelmueller/source/acqm/Cf/Cf_CfF4/coord.xyz	5	0.0
Cf_C3Cf1H11I1N6O4	/Users/marcelmueller/source/acqm/Cf/Cf_C3Cf1H11I1N6O4/coord.xyz	26	-1.0
Cf_CfO2Be2	/Users/marcelmueller/source/acqm/Cf/Cf_CfO2Be2/coord.xyz	5	0.0
Cf_Br1C3Cf1F1H3N2	/Users/marcelmueller/source/acqm/Cf/Cf_Br1C3Cf1F1H3N2/coord.xyz	11	0.0
Cf_C8Cf1H22N5O6P1S2	/Users/marcelmueller/source/acqm/Cf/Cf_C8Cf1H22N5O6P1S2/coord.xyz	45	-1.0
Cf_CfLiBCOI	/Users/marcelmueller/source/acqm/Cf/Cf_CfLiBCOI/coord.xyz	6	0.0
Cf_C5Cf1H13N4O4P1S1	/Users/marcelmueller/source/acqm/Cf/Cf_C5Cf1H13N4O4P1S1/coord.xyz	29	1.0
Cf_Br1C6Cf1H9N3O3P1S1	/Users/marcelmueller/source/acqm/Cf/Cf_Br1C6Cf1H9N3O3P1S1/coord.xyz	25	-1.0
Cf_CfOOS	/Users/marcelmueller/source/acqm/Cf/Cf_CfOOS/coord.xyz	4	-1.0
Cf_CfO2	/Users/marcelmueller/source/acqm/Cf/Cf_CfO2/coord.xyz	3	0.0
Cf_C16Cf1H27N1O8P1	/Users/marcelmueller/source/acqm/Cf/Cf_C16Cf1H27N1O8P1/coord.xyz	54	0.0
U_UBSnOI	/Users/marcelmueller/source/acqm/U/U_UBSnOI/coord.xyz	5	-3.0
U_UNaMgBInSb	/Users/marcelmueller/source/acqm/U/U_UNaMgBInSb/coord.xyz	6	0.0
U_UI3	/Users/marcelmueller/source/acqm/U/U_UI3/coord.xyz	4	0.0
U_C6H9N5O1S2U1	/Users/marcelmueller/source/acqm/U/U_C6H9N5O1S2U1/coord.xyz	24	2.0
U_UI4	/Users/marcelmueller/source/acqm/U/U_UI4/coord.xyz	5	0.0
U_C7H8N5O4S1U1	/Users/marcelmueller/source/acqm/U/U_C7H8N5O4S1U1/coord.xyz	26	-1.0
U_UH2Li2	/Users/marcelmueller/source/acqm/U/U_UH2Li2/coord.xyz	5	0.0
U_UO1	/Users/marcelmueller/source/acqm/U/U_UO1/coord.xyz	2	0.0
U_Br1C14H17I1N2O4U1	/Users/marcelmueller/source/acqm/U/U_Br1C14H17I1N2O4U1/coord.xyz	40	-1.0
U_C14Cl1H20N5O2P1U1	/Users/marcelmueller/source/acqm/U/U_C14Cl1H20N5O2P1U1/coord.xyz	44	1.0
U_C12Cl1H12N6O2U1	/Users/marcelmueller/source/acqm/U/U_C12Cl1H12N6O2U1/coord.xyz	34	1.0
U_C4H11I1N2O2U1	/Users/marcelmueller/source/acqm/U/U_C4H11I1N2O2U1/coord.xyz	21	2.0
U_C6F1H11N3O3U1	/Users/marcelmueller/source/acqm/U/U_C6F1H11N3O3U1/coord.xyz	25	1.0
U_UI5	/Users/marcelmueller/source/acqm/U/U_UI5/coord.xyz	6	0.0
U_UF1	/Users/marcelmueller/source/acqm/U/U_UF1/coord.xyz	2	0.0
U_C12Cl1F1H16N3O3U1	/Users/marcelmueller/source/acqm/U/U_C12Cl1F1H16N3O3U1/coord.xyz	37	1.0
U_UI2	/Users/marcelmueller/source/acqm/U/U_UI2/coord.xyz	3	0.0
U_C1Cl1H2N1O7S3U1	/Users/marcelmueller/source/acqm/U/U_C1Cl1H2N1O7S3U1/coord.xyz	16	-2.0
U_C18H30N6O1P1U1	/Users/marcelmueller/source/acqm/U/U_C18H30N6O1P1U1/coord.xyz	57	3.0
U_C7Cl1H15N2O7P1S1U1	/Users/marcelmueller/source/acqm/U/U_C7Cl1H15N2O7P1S1U1/coord.xyz	35	1.0
U_C17H20N1O6P1U1	/Users/marcelmueller/source/acqm/U/U_C17H20N1O6P1U1/coord.xyz	46	2.0
U_USrIF	/Users/marcelmueller/source/acqm/U/U_USrIF/coord.xyz	4	-1.0
U_UCl1	/Users/marcelmueller/source/acqm/U/U_UCl1/coord.xyz	2	0.0
U_UO3Be1	/Users/marcelmueller/source/acqm/U/U_UO3Be1/coord.xyz	5	0.0
U_C20H31N7O1P1S2U1	/Users/marcelmueller/source/acqm/U/U_C20H31N7O1P1S2U1/coord.xyz	63	1.0
U_C13H19N1O3P1U1	/Users/marcelmueller/source/acqm/U/U_C13H19N1O3P1U1/coord.xyz	38	1.0
U_UCl6	/Users/marcelmueller/source/acqm/U/U_UCl6/coord.xyz	7	0.0
U_H3I1N2O6S1U1	/Users/marcelmueller/source/acqm/U/U_H3I1N2O6S1U1/coord.xyz	14	0.0
U_UOAsBr	/Users/marcelmueller/source/acqm/U/U_UOAsBr/coord.xyz	4	-4.0
U_C13H13I1N6O2U1	/Users/marcelmueller/source/acqm/U/U_C13H13I1N6O2U1/coord.xyz	36	0.0
U_UCGeBr	/Users/marcelmueller/source/acqm/U/U_UCGeBr/coord.xyz	4	-1.0
U_C6H24N6U1	/Users/marcelmueller/source/acqm/U/U_C6H24N6U1/coord.xyz	37	4.0
